Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,BP3R6F9,Xiamen Tungsten Co. Ltd.,600549,<0.01%,Diversified Metals & Mining,CN,---,"$2,194,251.13","1,111,059"
,BD760S9,Ingenic Semiconductor Co. Ltd.,300223,<0.01%,Semiconductors,CN,---,"$2,193,566.73","191,216"
,6674669,Pangang Group Vanadium Titanium & Resources Co. Ltd.,000629,<0.01%,Steel,CN,---,"$2,192,451.61","7,221,500"
,B0ZJXW4,DCB Bank Ltd.,DCBBANK,<0.01%,Diversified Banks,IN,---,"$2,188,632.83","2,053,949"
,BYQK9G0,Zheshang Securities Co. Ltd.,601878,<0.01%,Investment Banking & Brokerage,CN,---,"$2,186,411.61","832,600"
,B03MTT4,Ipek Dogal Enerji Kaynaklari Arastirma Ve Uretim AS,IPEKE,<0.01%,Oil & Gas Exploration & Production,TR,---,"$2,185,788.22","1,456,375"
,BP3RH12,Angel Yeast Co. Ltd.,600298,<0.01%,Packaged Foods & Meats,CN,---,"$2,182,569.74","242,888"
,BD5CBG4,Unisplendour Corp. Ltd.,000938,<0.01%,Technology Distributors,CN,---,"$2,178,993.04","580,826"
,B23K527,TongFu Microelectronics Co. Ltd.,002156,<0.01%,Semiconductors,CN,---,"$2,178,948.08","644,588"
,6651918,CyberTAN Technology Inc.,3062,<0.01%,Communications Equipment,TW,---,"$2,172,896.64","4,414,000"
,BFFJRM7,Zhongji Innolight Co. Ltd.,300308,<0.01%,Communications Equipment,CN,---,"$2,170,886.17","292,286"
,B015YY5,Posiflex Technology Inc.,8114,<0.01%,Electronic Equipment & Instruments,TW,---,"$2,170,184.77","787,764"
,6182861,Cahya Mata Sarawak Bhd.,CMSB,<0.01%,Construction Materials,MY,---,"$2,166,274.07","7,274,600"
,6800817,Shanghai Huayi Group Co. Ltd.,900909,<0.01%,Commodity Chemicals,CN,---,"$2,165,741.37","4,248,843"
,BZ7PLF4,Karur Vysya Bank Ltd.,KARURVYSYA,<0.01%,Diversified Banks,IN,---,"$2,164,439.97","4,880,712"
,BZ5YBS6,China Film Co. Ltd.,600977,<0.01%,Movies & Entertainment,CN,---,"$2,162,234.64","1,041,800"
,BP3RDC5,Shandong Hualu Hengsheng Chemical Co. Ltd.,600426,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$2,158,596.83","597,463"
,BP3R5F2,Jiangsu Phoenix Publishing & Media Corp. Ltd.,601928,<0.01%,Publishing,CN,---,"$2,158,579.06","2,044,106"
,BD5LYD9,Hubei Dinglong Co. Ltd.,300054,<0.01%,Specialty Chemicals,CN,---,"$2,158,316.98","930,908"
,BP3R671,China XD Electric Co. Ltd.,601179,<0.01%,Heavy Electrical Equipment,CN,---,"$2,157,329.04","3,385,707"
,6311881,Medinet Nasr Housing,MNHD,<0.01%,Diversified Real Estate Activites,EG,---,"$2,152,784.41","10,556,297"
,BP3R712,Humanwell Healthcare Group Co. Ltd.,600079,<0.01%,Pharmaceuticals,CN,---,"$2,152,387.23","452,907"
,BP3RJS3,Haohua Chemical Science & Technology Co. Ltd.,600378,<0.01%,Specialty Chemicals,CN,---,"$2,149,492.09","757,270"
,BGJW2K2,Adani Gas Ltd.,ADANIGAS,<0.01%,Gas Utilities,IN,---,"$2,149,199.55","833,413"
,BD5CLN1,FAW Jiefang Group Co. Ltd.,000800,<0.01%,Automobile Manufacturers,CN,---,"$2,148,610.50","1,206,800"
,6355566,Guocheng Mining Co. Ltd.,000688,<0.01%,Trading Companies & Distributors,CN,---,"$2,148,048.59","870,800"
,B19HV27,Zhejiang Huafeng Spandex Co. Ltd.,002064,<0.01%,Commodity Chemicals,CN,---,"$2,147,684.93","1,999,101"
,B1CKQW8,TV18 Broadcast Ltd.,TV18BRDCST,<0.01%,Broadcasting,IN,---,"$2,144,675.59","5,500,453"
,6548764,Jiangsu Zhongtian Technology Co. Ltd.,600522,<0.01%,Electrical Components & Equipment,CN,---,"$2,141,748.21","1,385,900"
,BJCYFT6,Guangzhou GRG Metrology & Test Co. Ltd.,002967,<0.01%,Research & Consulting Services,CN,---,"$2,141,202.33","466,500"
,B4ZN8T6,Baoli New Energy Technology Co. Ltd.,300116,<0.01%,Industrial Machinery,CN,---,"$2,138,937.37","4,172,796"
,BD5CP62,Chongqing Changan Automobile Co. Ltd.,000625,<0.01%,Automobile Manufacturers,CN,---,"$2,138,423.86","1,079,900"
,6683461,Shandong Gold Mining Co. Ltd.,600547,<0.01%,Gold,CN,---,"$2,137,734.38","574,280"
,BP3R693,China Gezhouba Group Co. Ltd.,600068,<0.01%,Construction & Engineering,CN,---,"$2,134,044.53","2,434,475"
,B3V93C9,COFCO Capital Holdings Co. Ltd.,002423,<0.01%,Oil & Gas Equipment & Services,CN,---,"$2,133,726.71","1,446,657"
,6780447,Grandjoy Holdings Group Co. Ltd.,000031,<0.01%,Real Estate Development,CN,---,"$2,128,897.62","3,113,300"
,B0148Q2,Inner Mongolia First Machinery Group Co. Ltd.,600967,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$2,127,739.30","1,296,286"
,6388551,Guangdong Electric Power Development Co. Ltd.,000539,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,126,621.38","3,812,800"
,6984249,XCMG Construction Machinery Co. Ltd.,000425,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$2,120,987.75","2,593,215"
,BD2B5H3,PharmaBlock Sciences Nanjing Inc.,300725,<0.01%,Pharmaceuticals,CN,---,"$2,118,515.72","117,242"
,BF02ST5,Zhuzhou Hongda Electronics Corp. Ltd.,300726,<0.01%,Electronic Components,CN,---,"$2,118,050.17","332,126"
,B1Q7L53,Tech-Bank Food Co. Ltd.,002124,<0.01%,Packaged Foods & Meats,CN,---,"$2,116,986.08","883,553"
,6116008,Wintime Energy Co. Ltd.,600157,<0.01%,Coal & Consumable Fuels,CN,---,"$2,114,703.72","10,949,100"
,B3KHQ81,Wowprime Corp.,2727,<0.01%,Restaurants,TW,---,"$2,110,107.96","821,000"
,6128779,Shengyi Technology Co. Ltd.,600183,<0.01%,Electronic Components,CN,---,"$2,106,882.30","611,018"
,B4L9T62,Fujian Sunner Development Co. Ltd.,002299,<0.01%,Packaged Foods & Meats,CN,---,"$2,105,530.41","652,847"
,BZ0D285,Shanghai M&G Stationery Inc.,603899,<0.01%,Office Services & Supplies,CN,---,"$2,102,599.33","210,300"
,B0CJMD1,Sinofert Holdings Ltd.,297,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$2,101,383.11","23,790,032"
,9013786,NATIONAL AGRICULTURAL HOLDIN - DUMMY,---,<0.01%,---,CN,---,"$2,100,573.22","13,680,292"
,B51ZGW2,Guangzhou Zhujiang Brewery Co. Ltd.,002461,<0.01%,Brewers,CN,---,"$2,098,304.29","1,435,600"
,B28SL51,Ninestar Corp.,002180,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$2,097,847.13","498,987"
,BFFVV65,Jiangxi Bank Co. Ltd.,1916,<0.01%,Regional Banks,CN,---,"$2,090,881.73","4,988,029"
,6207139,Ichia Technologies Inc.,2402,<0.01%,Electronic Components,TW,---,"$2,085,035.21","3,652,000"
,B3WTV80,Everbright Securities Co. Ltd.,601788,<0.01%,Investment Banking & Brokerage,CN,---,"$2,078,785.42","640,900"
,B2QZ4S8,Zijin Mining Group Co. Ltd.,601899,<0.01%,Gold,CN,---,"$2,078,291.79","2,277,600"
,B51R1H8,Guangzhou Haige Communications Group Inc. Co.,002465,<0.01%,Communications Equipment,CN,---,"$2,072,985.91","1,201,147"
,6422136,Huaneng Power International Inc.,600011,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,070,516.58","2,599,994"
,BK90HJ8,CNOOC Energy Technology & Services Ltd.,600968,<0.01%,Oil & Gas Equipment & Services,CN,---,"$2,069,193.71","6,008,200"
,6743815,Tongwei Co. Ltd.,600438,<0.01%,Agricultural Products,CN,---,"$2,068,857.94","526,200"
,BJ1W0F2,Ming Yang Smart Energy Group Ltd.,601615,<0.01%,Heavy Electrical Equipment,CN,---,"$2,068,496.33","828,600"
,BF0BL37,Hainan Poly Pharm Co. Ltd.,300630,<0.01%,Pharmaceuticals,CN,---,"$2,067,002.00","352,625"
,6399887,HEG Ltd.,HEG,<0.01%,Electrical Components & Equipment,IN,---,"$2,066,752.06","209,002"
,6183273,IRICO Display Devices Co. Ltd.,600707,<0.01%,Electronic Components,CN,---,"$2,066,580.47","3,442,001"
,B4LLL51,Titan Wind Energy Suzhou Co. Ltd.,002531,<0.01%,Heavy Electrical Equipment,CN,---,"$2,066,127.06","1,882,872"
,BYY7YM4,China Nuclear Engineering & Construction Corp. Ltd.,601611,<0.01%,Construction & Engineering,CN,---,"$2,062,644.12","1,920,882"
,BYW5QJ1,YTO Express Group Co. Ltd.,600233,<0.01%,Air Freight & Logistics,CN,---,"$2,061,827.79","1,000,300"
,6374798,Engineers India Ltd.,ENGINERSIN,<0.01%,Construction & Engineering,IN,---,"$2,055,385.67","2,352,942"
,6857943,SUI Northern Gas Pipeline,SNGP,<0.01%,Gas Utilities,PK,---,"$2,054,195.27","5,506,800"
,6116462,Bank of Kaohsiung Co. Ltd.,2836,<0.01%,Regional Banks,TW,---,"$2,053,595.85","5,989,713"
,BJ6CJ27,U City PCL,U-F,<0.01%,Diversified Real Estate Activites,TH,---,"$2,050,806.43","57,031,569"
,6015569,Shenzhen Yan Tian Port Holding Co. Ltd.,000088,<0.01%,Highways & Railtracks,CN,---,"$2,050,471.23","1,948,141"
,BYZP1M6,Chinadive Watersports Inc.,300526,<0.01%,Leisure Products,CN,---,"$2,049,119.09","144,317"
,6320973,Gemdale Corp.,600383,<0.01%,Real Estate Development,CN,---,"$2,048,735.94","953,400"
,BD5CJK4,Yunnan Copper Co. Ltd.,000878,<0.01%,Copper,CN,---,"$2,047,999.38","1,013,600"
,BP3RFL8,Zhuzhou Kibing Group Co. Ltd.,601636,<0.01%,Building Products,CN,---,"$2,047,599.20","1,635,114"
,BP3R8Y2,Shanghai Shimao Co. Ltd.,600823,<0.01%,Real Estate Development,CN,---,"$2,047,344.79","2,254,512"
,6190079,Guangdong HEC Technology Holding Co. Ltd.,600673,<0.01%,Aluminum,CN,---,"$2,046,958.51","2,244,191"
,6728351,BEC World PCL,BEC-F,<0.01%,Broadcasting,TH,---,"$2,045,695.53","12,675,827"
,B7GJP71,Zhongji Innolight Co. Ltd.,300308,<0.01%,Communications Equipment,CN,---,"$2,045,001.42","275,337"
,B2PP3F9,Oriental Energy Co. Ltd.,002221,<0.01%,Oil & Gas Storage & Transportation,CN,---,"$2,043,403.89","1,603,721"
,BX3J758,Shenzhen Yinghe Technology Co. Ltd.,300457,<0.01%,Industrial Machinery,CN,---,"$2,042,151.76","492,360"
,B511TV0,Shenzhen MTC Co. Ltd.,002429,<0.01%,Consumer Electronics,CN,---,"$2,040,298.77","2,237,255"
,BDZ71S1,Juewei Food Co. Ltd.,603517,<0.01%,Packaged Foods & Meats,CN,---,"$2,036,076.46","168,760"
,BD2Z508,Shanghai Weaver Network Co. Ltd.,603039,<0.01%,Application Software,CN,---,"$2,035,147.57","154,097"
,6485292,KEE TAI Properties Co. Ltd.,2538,<0.01%,Real Estate Development,TW,---,"$2,034,182.24","5,952,000"
,B1LDTB8,Finolex Cables Ltd.,FINCABLES,<0.01%,Electrical Components & Equipment,IN,---,"$2,033,771.53","542,703"
,B232ZB2,Bank of Nanjing Co. Ltd.,601009,<0.01%,Regional Banks,CN,---,"$2,031,645.66","1,748,376"
,6412687,SDIC Power Holdings Co. Ltd.,600886,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$2,031,161.80","1,529,000"
,B52K5Z2,Zhejiang Xianju Pharmaceutical Co. Ltd.,002332,<0.01%,Pharmaceuticals,CN,---,"$2,029,826.16","898,950"
,BP3RG71,China Shipbuilding Industry Group Power Co. Ltd.,600482,<0.01%,Auto Parts & Equipment,CN,---,"$2,028,036.00","776,822"
,BD5NFS7,EPP NV,EPP,<0.01%,Real Estate Operating Companies,ZA,---,"$2,022,267.61","6,202,151"
,B824GL8,Beijing Bohui Innovation Biotechnology Co. Ltd.,300318,<0.01%,Health Care Equipment,CN,---,"$2,020,238.86","865,369"
,6515359,PCI-Suntek Technology Co. Ltd.,600728,<0.01%,IT Consulting & Other Services,CN,---,"$2,019,585.86","1,516,958"
,BD5CH77,Zhejiang Kaishan Compressor Co. Ltd.,300257,<0.01%,Industrial Machinery,CN,---,"$2,018,946.79","830,608"
,6164353,Shenzhen Tagen Group Co. Ltd.,000090,<0.01%,Construction & Engineering,CN,---,"$2,018,436.02","1,970,094"
,B562TV8,CPMC Holdings Ltd.,906,<0.01%,Metal & Glass Containers,CN,---,"$2,017,219.75","4,573,319"
,BYY7XH2,Dilip Buildcon Ltd.,DBL,<0.01%,Construction & Engineering,IN,---,"$2,011,512.47","440,610"
,6665878,Matahari Department Store Tbk PT,LPPF,<0.01%,Department Stores,ID,---,"$2,010,701.30","30,406,367"
,B0W1VM9,Berjaya Corp. Bhd.,BJCORP,<0.01%,Industrial Conglomerates,MY,---,"$2,009,562.09","46,389,396.56"
,BD5CG03,Thunder Software Technology Co. Ltd.,300496,<0.01%,Application Software,CN,---,"$2,004,238.40","157,500"
,6093060,Tsinghua Tongfang Co. Ltd.,600100,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$2,003,967.27","1,923,200"
,BP3R9T4,Jiangsu Zhongtian Technology Co. Ltd.,600522,<0.01%,Electrical Components & Equipment,CN,---,"$1,998,800.15","1,293,400"
,B5NZT54,Edifier Technology Co. Ltd.,002351,<0.01%,Consumer Electronics,CN,---,"$1,995,076.11","835,300"
,BF2JKY3,Smiles Fidelidade SA,SMLS3,<0.01%,Advertising,BR,---,"$1,994,676.76","803,580"
,BD5M1J7,Leyard Optoelectronic Co. Ltd.,300296,<0.01%,Electronic Equipment & Instruments,CN,---,"$1,991,328.80","1,748,173"
,BD5CDG8,NSFOCUS Technologies Group Co. Ltd.,300369,<0.01%,Systems Software,CN,---,"$1,990,495.79","702,185"
,BKV0R07,Alok Industries Ltd.,ALOKINDS,<0.01%,Textiles,IN,---,"$1,990,238.83","7,486,788"
,6947714,Weltrend Semiconductor,2436,<0.01%,Semiconductors,TW,---,"$1,988,928.42","1,901,567"
,BP3R938,Beijing Capital Development Co. Ltd.,600376,<0.01%,Real Estate Development,CN,---,"$1,986,775.32","2,014,531"
,B2NRDY6,Cebu Air Inc.,CEB,<0.01%,Airlines,PH,---,"$1,984,585.79","2,539,953"
,6003939,Berry Genomics Co. Ltd.,000710,<0.01%,Biotechnology,CN,---,"$1,982,475.81","247,298"
,BD5CJ82,AVIC Electromechanical Systems Co. Ltd.,002013,<0.01%,Aerospace & Defense,CN,---,"$1,981,818.75","1,172,445"
,BX3G748,B-Soft Co. Ltd.,300451,<0.01%,Health Care Technology,CN,---,"$1,981,063.62","882,897"
,BDGMHY3,Riyue Heavy Industry Co. Ltd.,603218,<0.01%,Industrial Machinery,CN,---,"$1,979,896.29","592,860"
,6817442,Shanghai Jinjiang International Travel Co. Ltd.,900929,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$1,977,051.81","1,137,735"
,B58R0Z2,China National Chemical Engineering Co. Ltd.,601117,<0.01%,Construction & Engineering,CN,---,"$1,976,830.80","2,490,177"
,6165163,Hunan Valin Steel Co. Ltd.,000932,<0.01%,Steel,CN,---,"$1,973,789.71","2,658,600"
,BTF8HD3,Grupo Rotoplas SAB de CV,AGUA*,<0.01%,Building Products,MX,---,"$1,971,982.50","2,305,843"
,BW9RTW0,Zhejiang Dingli Machinery Co. Ltd.,603338,<0.01%,Industrial Machinery,CN,---,"$1,970,098.63","134,848"
,B3Z3L12,Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,BJBR,<0.01%,Diversified Banks,ID,---,"$1,967,907.06","33,538,499"
,6561879,Thoresen Thai Agencies PCL,TTA-F,<0.01%,Industrial Conglomerates,TH,---,"$1,967,273.17","20,290,987"
,BDD88Z2,Caitong Securities Co. Ltd.,601108,<0.01%,Investment Banking & Brokerage,CN,---,"$1,966,886.22","929,500"
,B03CVQ5,APL Apollo Tubes Ltd.,APLAPOLLO,<0.01%,Steel,IN,---,"$1,965,504.88","49,620"
,BP3R507,China South Publishing & Media Group Co. Ltd.,601098,<0.01%,Publishing,CN,---,"$1,964,865.17","1,228,349"
,B3FKMY3,UEM Sunrise Bhd.,UEMS,<0.01%,Real Estate Development,MY,---,"$1,964,749.42","22,236,000"
,BP3R4Z5,Shanghai Pharmaceuticals Holding Co. Ltd.,601607,<0.01%,Health Care Distributors,CN,---,"$1,961,793.21","656,094"
,BD5CLK8,OFILM Group Co. Ltd.,002456,<0.01%,Electronic Components,CN,---,"$1,958,058.33","917,400"
,BP3R5J6,Bright Dairy & Food Co. Ltd.,600597,<0.01%,Packaged Foods & Meats,CN,---,"$1,956,811.84","794,000"
,6780287,Shaanxi International Trust Co. Ltd.,000563,<0.01%,Asset Management & Custody Banks,CN,---,"$1,956,300.06","3,487,380"
,BDGRXB7,Archermind Technology Nanjing Co. Ltd.,300598,<0.01%,Application Software,CN,---,"$1,956,009.86","100,049"
,6664972,China Southern Airlines Co. Ltd.,600029,<0.01%,Airlines,CN,---,"$1,955,986.78","2,288,500"
,6889946,Tangshan Jidong Cement Co. Ltd.,000401,<0.01%,Construction Materials,CN,---,"$1,951,745.30","851,877"
,BFWRH57,MBK PCL,MBK-F,<0.01%,Real Estate Operating Companies,TH,---,"$1,949,266.35","5,083,822"
,6344520,Zhongshan Public Utilities Group Co. Ltd.,000685,<0.01%,Water Utilities,CN,---,"$1,946,810.12","1,593,736"
,6112891,Hubei Energy Group Co. Ltd.,000883,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$1,946,266.80","3,564,555"
,B66HD29,Hangzhou Oxygen Plant Group Co. Ltd.,002430,<0.01%,Industrial Machinery,CN,---,"$1,945,641.13","586,150"
,BP3RC62,Wolong Electric Group Co. Ltd.,600580,<0.01%,Electrical Components & Equipment,CN,---,"$1,945,565.64","1,084,833"
,BDV0V40,Shenzhen Megmeet Electrical Co. Ltd.,002851,<0.01%,Electrical Components & Equipment,CN,---,"$1,942,120.27","386,775"
,6527882,Baoji Titanium Industry Co. Ltd.,600456,<0.01%,Diversified Metals & Mining,CN,---,"$1,941,080.24","417,700"
,6859251,Searle Co. Ltd.,SEARL,<0.01%,Pharmaceuticals,PK,---,"$1,933,089.90","1,249,292"
,6810731,Sincere Navigation Corp.,2605,<0.01%,Marine,TW,---,"$1,931,386.39","3,656,240"
,BKBH7J7,EIT Environmental Development Group Co. Ltd.,300815,<0.01%,Environmental & Facilities Services,CN,---,"$1,931,216.74","119,966"
,BL4P3T7,Citic Pacific Special Steel Group Co. Ltd.,000708,<0.01%,Steel,CN,---,"$1,928,743.27","792,645"
,6800798,Shanghai Shibei Hi-Tech Co. Ltd.,900902,<0.01%,Real Estate Development,CN,---,"$1,927,059.03","5,109,069"
,BWV0563,Emira Property Fund Ltd.,EMI,<0.01%,Diversified REITs,ZA,---,"$1,924,412.49","5,597,714"
,BP3R983,Zhejiang Juhua Co. Ltd.,600160,<0.01%,Commodity Chemicals,CN,---,"$1,919,967.94","1,923,462"
,BHQVC98,Chinalin Securities Co. Ltd.,002945,<0.01%,Investment Banking & Brokerage,CN,---,"$1,919,372.13","924,427"
,B3BMTZ3,Jiangsu Nhwa Pharmaceutical Co. Ltd.,002262,<0.01%,Pharmaceuticals,CN,---,"$1,919,360.06","849,296"
,BFH4PZ9,Ser Educacional SA,SEER3,<0.01%,Education Services,BR,---,"$1,917,856.88","760,628"
,6345255,Foshan Electrical and Lighting Co. Ltd.,200541,<0.01%,Electrical Components & Equipment,CN,---,"$1,914,096.89","5,897,706"
,BJK28J3,Enauta Participacoes SA,ENAT3,<0.01%,Oil & Gas Exploration & Production,BR,---,"$1,911,954.70","1,109,230"
,BD5CL64,Zhejiang Huace Film & TV Co. Ltd.,300133,<0.01%,Movies & Entertainment,CN,---,"$1,910,385.33","1,700,924"
,6116815,Luxi Chemical Group Co. Ltd.,000830,<0.01%,Specialty Chemicals,CN,---,"$1,910,113.37","1,437,608"
,BYZQW37,G-bits Network Technology Xiamen Co. Ltd.,603444,<0.01%,Interactive Home Entertainment,CN,---,"$1,909,440.94","20,800"
,BFZ07K8,Tianjin 712 Communication & Broadcasting Co. Ltd.,603712,<0.01%,Communications Equipment,CN,---,"$1,906,385.99","288,300"
,B2R82S2,Guangdong Tapai Group Co. Ltd.,002233,<0.01%,Construction Materials,CN,---,"$1,905,973.92","931,036"
,B5V7SQ6,Haisco Pharmaceutical Group Co. Ltd.,002653,<0.01%,Pharmaceuticals,CN,---,"$1,905,224.67","598,264"
,B00YYS7,Wockhardt Ltd.,WOCKPHARMA,<0.01%,Pharmaceuticals,IN,---,"$1,904,556.41","475,809"
,BP3R3T2,Shanghai Electric Group Co. Ltd.,601727,<0.01%,Heavy Electrical Equipment,CN,---,"$1,902,049.12","2,571,067"
,6209533,Chongqing Department Store Co. Ltd.,600729,<0.01%,Department Stores,CN,---,"$1,900,294.08","374,760"
,6246295,Bluestar Adisseo Co.,600299,<0.01%,Commodity Chemicals,CN,---,"$1,899,925.35","1,009,941"
,BL61W74,Zhejiang Tianyu Pharmaceutical Co. Ltd.,300702,<0.01%,Pharmaceuticals,CN,---,"$1,898,313.16","141,700"
,6317328,Beijing Gehua CATV Network Co. Ltd.,600037,<0.01%,Cable & Satellite,CN,---,"$1,895,183.90","1,135,600"
,BYW5N89,Autobio Diagnostics Co. Ltd.,603658,<0.01%,Health Care Supplies,CN,---,"$1,893,104.83","79,700"
,B4QYGC7,Suofeiya Home Collection Co. Ltd.,002572,<0.01%,Home Furnishings,CN,---,"$1,892,963.22","486,978"
,B767T51,ORG Technology Co. Ltd.,002701,<0.01%,Metal & Glass Containers,CN,---,"$1,892,671.68","2,362,407"
,BYW6V44,Toly Bread Co. Ltd.,603866,<0.01%,Packaged Foods & Meats,CN,---,"$1,890,012.89","215,292"
,BP3RDY7,Grandblue Environment Co. Ltd.,600323,<0.01%,Water Utilities,CN,---,"$1,889,941.71","458,060"
,B3XNFG7,Guangdong Create Century Intelligent Equipment Corp. Ltd.,300083,<0.01%,Consumer Electronics,CN,---,"$1,888,571.85","1,370,200"
,BKM3FV2,Xiamen Xiangyu Co. Ltd.,600057,<0.01%,Air Freight & Logistics,CN,---,"$1,885,077.06","2,173,328"
,BD4D328,Shenzhen Kedali Industry Co. Ltd.,002850,<0.01%,Auto Parts & Equipment,CN,---,"$1,884,441.72","183,400"
,6241483,YTO Express Group Co. Ltd.,600233,<0.01%,Air Freight & Logistics,CN,---,"$1,877,980.28","911,106"
,B3PYP79,Shanghai Ganglian E-Commerce Holdings Co. Ltd.,300226,<0.01%,Trading Companies & Distributors,CN,---,"$1,877,728.65","193,424"
,BFY8GC8,China Merchants Expressway Network & Technology Holdings Co. Ltd.,001965,<0.01%,Highways & Railtracks,CN,---,"$1,876,152.28","1,918,830"
,BD76164,Victory Giant Technology Huizhou Co. Ltd.,300476,<0.01%,Electronic Components,CN,---,"$1,874,452.94","622,500"
,B03MRP6,EIS Eczacibasi Ilac ve Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS,ECILC,<0.01%,Personal Products,TR,---,"$1,874,341.33","2,076,227"
,6983990,COFCO Tunhe Sugar Co. Ltd.,600737,<0.01%,Packaged Foods & Meats,CN,---,"$1,873,688.21","1,487,749"
,BP3R6Q0,Beijing Jingneng Power Co. Ltd.,600578,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$1,872,614.80","4,196,303"
,B03MND6,Aksigorta AS,AKGRT,<0.01%,Property & Casualty Insurance,TR,---,"$1,866,409.13","1,858,198"
,BYWPH65,China Galaxy Securities Co. Ltd.,601881,<0.01%,Investment Banking & Brokerage,CN,---,"$1,865,285.25","995,320"
,BDT5493,NBCC India Ltd.,NBCC,<0.01%,Construction & Engineering,IN,---,"$1,864,547.14","5,789,599"
,BD5CQN6,Zhejiang Jinke Culture Industry Co. Ltd.,300459,<0.01%,Specialty Chemicals,CN,---,"$1,863,824.49","2,951,245"
,B7VW3S2,Waskita Karya Persero Tbk PT,WSKT,<0.01%,Construction & Engineering,ID,---,"$1,863,061.71","55,410,398"
,6039406,Jiangxi Wannianqing Cement Co. Ltd.,000789,<0.01%,Construction Materials,CN,---,"$1,860,973.80","828,724"
,BJ4PCB8,Wuhan DR Laser Technology Corp. Ltd.,300776,<0.01%,Electronic Equipment & Instruments,CN,---,"$1,859,289.71","91,680"
,BFY8H03,Jafron Biomedical Co. Ltd.,300529,<0.01%,Health Care Equipment,CN,---,"$1,858,529.29","177,470"
,6246961,Gigastorage Corp.,2406,<0.01%,Semiconductors,TW,---,"$1,856,251.56","3,024,953"
,BD5C7F5,Zhejiang Narada Power Source Co. Ltd.,300068,<0.01%,Electrical Components & Equipment,CN,---,"$1,852,591.29","879,962"
,B8HW6S4,Harbin Boshi Automation Co. Ltd.,002698,<0.01%,Industrial Machinery,CN,---,"$1,851,498.13","1,008,732"
,BYYD6Q0,Iskenderun Demir ve Celik AS,ISDMR,<0.01%,Steel,TR,---,"$1,847,943.95","1,986,681"
,B0YJJ27,KEC International Ltd.,KEC,<0.01%,Construction & Engineering,IN,---,"$1,847,078.88","395,331"
,BFXXQQ8,Orient Electric Ltd.,ORIENTELEC,<0.01%,Electrical Components & Equipment,IN,---,"$1,847,018.43","748,207"
,BD5CJM6,Jiangsu Yuyue Medical Equipment & Supply Co. Ltd.,002223,<0.01%,Health Care Equipment,CN,---,"$1,845,716.14","382,600"
