age,male,female,age2,year
40세,168075,181688,40,1972
39세,181995,185802,39,1972
38세,194747,192503,38,1972
37세,206844,203034,37,1972
36세,213928,210339,36,1972
35세,222587,217290,35,1972
34세,231021,221566,34,1972
33세,228698,219300,33,1972
32세,226337,223566,32,1972
31세,238634,236179,31,1972
30세,242308,238426,30,1972
29세,234041,223122,29,1972
28세,236274,211959,28,1972
27세,228893,208340,27,1972
26세,233787,219923,26,1972
25세,261886,251729,25,1972
24세,274911,265653,24,1972
23세,268628,256272,23,1972
22세,265325,251381,22,1972
21세,278787,266462,21,1972
20세,309574,292495,20,1972
19세,320830,299320,19,1972
18세,352598,329132,18,1972
17세,401434,375818,17,1972
16세,417723,390905,16,1972
15세,433680,402007,15,1972
14세,464326,430118,14,1972
13세,494041,456427,13,1972
12세,509961,472623,12,1972
11세,493436,460879,11,1972
10세,489261,454449,10,1972
9세,486761,448647,9,1972
8세,467919,430130,8,1972
7세,452237,418457,7,1972
6세,455946,422711,6,1972
5세,454186,420452,5,1972
4세,461802,432068,4,1972
3세,474075,445223,3,1972
2세,494731,444343,2,1972
1세,501109,448207,1,1972
0세,515409,458538,0,1972
79세,7949,14784,79,1973
78세,8966,17991,78,1973
77세,12387,23781,77,1973
76세,13986,26435,76,1973
75세,17191,28772,75,1973
74세,19515,31086,74,1973
73세,22368,34852,73,1973
72세,25852,41561,72,1973
71세,28090,43170,71,1973
70세,27719,42780,70,1973
69세,27730,43613,69,1973
68세,36007,51382,68,1973
67세,43315,59947,67,1973
66세,42199,59163,66,1973
65세,48630,64581,65,1973
64세,57595,71832,64,1973
63세,60059,73040,63,1973
62세,63270,76284,62,1973
61세,66293,78251,61,1973
60세,70454,81184,60,1973
59세,73243,83207,59,1973
58세,77143,88026,58,1973
57세,86747,97709,57,1973
56세,89630,99086,56,1973
55세,86794,93031,55,1973
54세,93068,95630,54,1973
53세,103953,107165,53,1973
52세,110011,115760,52,1973
51세,119978,124945,51,1973
50세,123731,128206,50,1973
49세,120882,127296,49,1973
48세,120902,132637,48,1973
47세,120741,136530,47,1973
46세,128557,144167,46,1973
45세,132840,150220,45,1973
44세,140350,158346,44,1973
43세,143284,163945,43,1973
42세,150481,171814,42,1973
41세,166742,181350,41,1973
40세,181076,185329,40,1973
39세,193721,191904,39,1973
38세,205765,202462,38,1973
37세,213607,210333,37,1973
36세,222537,216623,36,1973
35세,230987,220370,35,1973
34세,229028,218509,34,1973
33세,226302,222503,33,1973
32세,236162,234744,32,1973
31세,239503,236785,31,1973
30세,231410,221523,30,1973
29세,230031,210614,29,1973
28세,223573,206794,28,1973
27세,232744,220047,27,1973
26세,262040,251927,26,1973
25세,275000,265655,25,1973
24세,268764,256391,24,1973
23세,260012,250916,23,1973
22세,272333,266262,22,1973
21세,302777,288943,21,1973
20세,317698,296291,20,1973
19세,348439,325991,19,1973
18세,395342,371728,18,1973
17세,412817,387942,17,1973
16세,430106,401432,16,1973
15세,459508,426801,15,1973
14세,489247,452930,14,1973
13세,503800,467114,13,1973
12세,492771,459122,12,1973
11세,487251,452246,11,1973
10세,487064,449003,10,1973
9세,468102,430524,9,1973
8세,452247,418678,8,1973
7세,455956,422933,7,1973
6세,453752,420601,6,1973
5세,459838,430893,5,1973
4세,472995,443578,4,1973
3세,490800,444087,3,1973
2세,500103,447140,2,1973
1세,503239,453099,1,1973
0세,491795,448477,0,1973
79세,7423,15859,79,1974
78세,10678,22309,78,1974
77세,12035,24933,77,1974
76세,14943,26985,76,1974
75세,17143,29315,75,1974
74세,19430,32125,74,1974
73세,22752,39599,73,1974
72세,24306,41299,72,1974
71세,24849,40010,71,1974
70세,26014,40235,70,1974
69세,33337,49063,69,1974
68세,39960,57084,68,1974
67세,40413,58625,67,1974
66세,45873,63099,66,1974
65세,54435,69566,65,1974
64세,57494,71582,64,1974
63세,59727,73724,63,1974
62세,63251,76051,62,1974
61세,67243,78614,61,1974
60세,69950,80884,60,1974
59세,74895,87495,59,1974
58세,84130,96869,58,1974
57세,87097,98060,57,1974
56세,84871,92619,56,1974
55세,90204,94247,55,1974
54세,100916,105679,54,1974
53세,108604,115454,53,1974
52세,117375,123539,52,1974
51세,122376,127573,51,1974
50세,120390,127191,50,1974
49세,118710,130801,49,1974
48세,120054,136597,48,1974
47세,126563,144180,47,1974
46세,131725,149724,46,1974
45세,138067,156334,45,1974
44세,140891,162653,44,1974
43세,149007,171907,43,1974
42세,165428,181035,42,1974
41세,180167,184880,41,1974
40세,192709,191330,40,1974
39세,204697,201915,39,1974
38세,213297,210354,38,1974
37세,222493,215985,37,1974
36세,230962,219206,36,1974
35세,229007,218106,35,1974
34세,226275,221472,34,1974
33세,235178,234133,33,1974
32세,238018,236169,32,1974
31세,229987,220947,31,1974
30세,225269,210066,30,1974
29세,219386,206315,29,1974
28세,231717,220197,28,1974
27세,262209,252154,27,1974
26세,275099,265688,26,1974
25세,268909,256541,25,1974
24세,253713,246958,24,1974
23세,262516,262296,23,1974
22세,296564,284794,22,1974
21세,312551,291318,21,1974
20세,342877,320930,20,1974
19세,388817,366872,19,1974
18세,406967,383862,18,1974
17세,423585,395939,17,1974
16세,454833,423050,16,1974
15세,483035,447591,15,1974
14세,499659,463363,14,1974
13세,490142,456022,13,1974
12세,483974,448942,12,1974
11세,487399,449424,11,1974
10세,468317,430960,10,1974
9세,452285,418937,9,1974
8세,455994,423197,8,1974
7세,453345,420791,7,1974
6세,457918,429761,6,1974
5세,469959,440400,5,1974
4세,484933,440405,4,1974
3세,497222,444929,3,1974
2세,503387,453546,2,1974
1세,485227,447993,1,1974
0세,484767,446873,0,1974
79세,9775,22223,79,1975
78세,10999,24878,78,1975
77세,13795,26906,77,1975
76세,15992,29206,76,1975
75세,17924,33442,75,1975
74세,21266,40174,74,1975
73세,22868,42695,73,1975
72세,22466,41473,72,1975
71세,24405,41786,71,1975
70세,30916,47012,70,1975
69세,36923,54548,69,1975
68세,38769,58294,68,1975
67세,43340,61866,67,1975
66세,51535,67606,66,1975
65세,55128,70397,65,1975
64세,56476,71494,64,1975
63세,60447,74172,63,1975
62세,64282,76389,62,1975
61세,66917,78895,61,1975
60세,72830,87268,60,1975
59세,81726,96367,59,1975
58세,84773,97382,58,1975
57세,83125,92532,57,1975
56세,87568,93205,56,1975
55세,98127,104576,55,1975
54세,107390,115550,54,1975
53세,115012,122575,53,1975
52세,121230,127382,52,1975
51세,120096,127529,51,1975
50세,116748,129435,50,1975
49세,119565,137142,49,1975
48세,124797,144693,48,1975
47세,130833,149744,47,1975
46세,136047,154886,46,1975
45세,138764,161928,45,1975
44세,147787,172594,44,1975
43세,164395,181343,43,1975
42세,179557,185071,42,1975
41세,192013,191421,41,1975
40세,203972,202068,40,1975
39세,213338,211103,39,1975
38세,222820,216097,38,1975
37세,231317,218808,37,1975
36세,229355,218459,36,1975
35세,226615,221214,35,1975
34세,234584,234332,34,1975
33세,236924,236370,33,1975
32세,228945,221135,32,1975
31세,220964,210245,31,1975
30세,215631,206552,30,1975
29세,231064,221117,29,1975
28세,262798,253259,28,1975
27세,275648,266643,27,1975
26세,269493,257585,26,1975
25세,250824,246835,25,1975
24세,251282,255256,24,1975
23세,288898,279632,23,1975
22세,310917,290349,22,1975
21세,337856,316952,21,1975
20세,381470,361802,20,1975
19세,400803,380121,19,1975
18세,420772,394818,18,1975
17세,446443,416296,17,1975
16세,474148,440321,16,1975
15세,497845,462702,15,1975
14세,490282,456497,14,1975
13세,483473,449171,13,1975
12세,488511,451395,12,1975
11세,469264,432889,11,1975
10세,453047,420656,10,1975
9세,456760,424935,9,1975
8세,453663,422450,8,1975
7세,456722,430129,7,1975
6세,469676,440738,6,1975
5세,482342,440744,5,1975
4세,497217,445921,4,1975
3세,493318,444911,3,1975
2세,471589,435603,2,1975
1세,465757,434504,1,1975
0세,445679,406560,0,1975
79세,9674,23201,79,1976
78세,12014,25112,78,1976
77세,14475,27355,77,1976
76세,16081,31349,76,1976
75세,19281,37350,75,1976
74세,21008,39799,74,1976
73세,20775,39023,73,1976
72세,22741,39967,72,1976
71세,28999,45635,71,1976
70세,34757,52836,70,1976
69세,36742,56360,69,1976
68세,41147,60350,68,1976
67세,48646,66325,67,1976
66세,52572,69326,66,1976
65세,54751,70799,65,1976
64세,58669,73638,64,1976
63세,62229,75864,63,1976
62세,65095,78201,62,1976
61세,71068,85784,61,1976
60세,79559,94497,60,1976
59세,82919,96188,59,1976
58세,82012,92160,58,1976
57세,86293,92760,57,1976
56세,96234,103438,56,1976
55세,105320,114541,55,1976
54세,112882,121685,54,1976
53세,119138,126597,53,1976
52세,118624,127401,52,1976
51세,115605,129054,51,1976
50세,118035,135782,50,1976
49세,123000,143104,49,1976
48세,129132,148759,48,1976
47세,134734,154294,47,1976
46세,137576,160825,46,1976
45세,146552,170909,45,1976
44세,163364,179814,44,1976
43세,178329,183520,43,1976
42세,191022,190062,42,1976
41세,203686,201258,41,1976
40세,212758,209993,40,1976
39세,221398,214511,39,1976
38세,229769,217981,38,1976
37세,229506,218695,37,1976
36세,228054,221194,36,1976
35세,236250,233685,35,1976
34세,239158,236531,34,1976
33세,230284,222143,33,1976
32세,220873,210363,32,1976
31세,216761,206457,31,1976
30세,233338,220726,30,1976
29세,263310,250686,29,1976
28세,274978,263707,28,1976
27세,270183,256197,27,1976
26세,253942,245914,26,1976
25세,254875,254615,25,1976
24세,291071,279470,24,1976
23세,313336,290073,23,1976
22세,337728,315935,22,1976
21세,375866,360767,21,1976
20세,393348,378931,20,1976
19세,412470,391529,19,1976
18세,439581,412770,18,1976
17세,468795,436864,17,1976
16세,492394,458112,16,1976
15세,488100,454393,15,1976
14세,482583,448214,14,1976
13세,485546,448989,13,1976
12세,467772,432054,12,1976
11세,452386,419928,11,1976
10세,454303,422377,10,1976
9세,451776,420908,9,1976
8세,456448,429703,8,1976
7세,470864,441677,7,1976
6세,483051,443023,6,1976
5세,495427,447700,5,1976
4세,491794,446989,4,1976
3세,471226,431822,3,1976
2세,462059,431832,2,1976
1세,441057,404291,1,1976
0세,411598,387433,0,1976
79세,10463,23266,79,1977
78세,12774,25458,78,1977
77세,14172,29219,77,1977
76세,17249,34543,76,1977
75세,19038,36894,75,1977
74세,18979,36521,74,1977
73세,20969,38024,73,1977
72세,26959,44061,72,1977
71세,32472,50899,71,1977
70세,34597,54194,70,1977
69세,38841,58562,69,1977
68세,45670,64754,68,1977
67세,49863,67988,67,1977
66세,52784,69870,66,1977
65세,56623,72907,65,1977
64세,59911,75177,64,1977
63세,62993,77371,63,1977
62세,69018,84186,62,1977
61세,77121,92521,61,1977
60세,80796,94873,60,1977
59세,80637,91668,59,1977
58세,84777,92208,58,1977
57세,94126,102205,57,1977
56세,103051,113439,56,1977
55세,110575,120709,55,1977
54세,116887,125735,54,1977
53세,117000,127201,53,1977
52세,114324,128608,52,1977
51세,116384,134369,51,1977
50세,121093,141470,50,1977
49세,127323,147717,49,1977
48세,133311,153647,48,1977
47세,136290,159678,47,1977
46세,145230,169195,46,1977
45세,162250,178259,45,1977
44세,177025,181948,44,1977
43세,189949,188676,43,1977
42세,203299,200409,42,1977
41세,212173,208837,41,1977
40세,219842,212878,40,1977
39세,228071,217094,39,1977
38세,229658,218931,38,1977
37세,229502,221174,37,1977
36세,237927,232984,36,1977
35세,241413,236692,35,1977
34세,231631,223156,34,1977
33세,220776,210481,33,1977
32세,217897,206345,32,1977
31세,235634,220335,31,1977
30세,263824,248139,30,1977
29세,274310,260804,29,1977
28세,270875,254816,28,1977
27세,257098,244997,27,1977
26세,258520,253976,26,1977
25세,293259,279308,25,1977
24세,315773,289798,24,1977
23세,337599,314921,23,1977
22세,370345,359735,22,1977
21세,386032,377745,21,1977
20세,404332,388268,20,1977
19세,432825,409274,19,1977
18세,463502,433435,18,1977
17세,487002,453567,17,1977
16세,485928,452298,16,1977
15세,481695,447260,15,1977
14세,482598,446596,14,1977
13세,466284,431220,13,1977
12세,451725,419202,12,1977
11세,451859,419834,11,1977
10세,449896,419372,10,1977
9세,456174,429278,9,1977
8세,472056,442617,8,1977
7세,483761,445313,7,1977
6세,493643,449487,6,1977
5세,490274,449076,5,1977
4세,470863,428074,4,1977
3세,458390,429176,3,1977
2세,436484,402035,2,1977
1세,408288,382412,1,1977
0세,415973,391147,0,1977
79세,10992,23541,79,1978
78세,12269,27079,78,1978
77세,15227,31781,77,1978
76세,17017,34012,76,1978
75세,17127,33997,75,1978
74세,19130,35984,74,1978
73세,24838,42312,73,1978
72세,30109,48766,72,1978
71세,32366,51828,71,1978
70세,36454,56528,70,1978
69세,42643,62917,69,1978
68세,47037,66397,68,1978
67세,50606,68718,67,1978
66세,54344,71987,66,1978
65세,57362,74335,65,1978
64세,60641,76411,64,1978
63세,66710,82483,63,1978
62세,74440,90445,62,1978
61세,78427,93439,61,1978
60세,79013,91057,60,1978
59세,83036,91549,59,1978
58세,91816,100882,58,1978
57세,100597,112247,57,1978
56세,108103,119649,56,1978
55세,114489,124796,55,1978
54세,115232,126928,54,1978
53세,112910,128096,53,1978
52세,114618,132907,52,1978
51세,119084,139791,51,1978
50세,125411,146623,50,1978
49세,131782,152944,49,1978
48세,134908,158487,48,1978
47세,143821,167451,47,1978
46세,161054,176676,46,1978
45세,175648,180352,45,1978
44세,188796,187265,44,1978
43세,202811,199523,43,1978
42세,211583,207641,42,1978
41세,218151,211201,41,1978
40세,226227,216147,40,1978
39세,229809,219168,39,1978
38세,230960,221154,38,1978
37세,239617,232229,37,1978
36세,243690,236853,36,1978
35세,232986,224174,35,1978
34세,220673,210598,34,1978
33세,219038,206220,33,1978
32세,237952,219945,32,1978
31세,264338,245618,31,1978
30세,273644,257932,30,1978
29세,271568,253442,29,1978
28세,260294,244083,28,1978
27세,262217,253339,27,1978
26세,295465,279145,26,1978
25세,318230,289523,25,1978
24세,337471,313910,24,1978
23세,364904,358707,23,1978
22세,378852,376562,22,1978
21세,396355,385033,21,1978
20세,426172,405808,20,1978
19세,458269,430033,19,1978
18세,481669,449068,18,1978
17세,483766,450213,17,1978
16세,480809,446306,16,1978
15세,479669,444216,15,1978
14세,464802,430387,14,1978
13세,451066,418476,13,1978
12세,449427,417307,12,1978
11세,448025,417841,11,1978
10세,455900,428853,10,1978
9세,473250,443560,9,1978
8세,484472,447616,8,1978
7세,491866,451280,7,1978
6세,488759,451173,6,1978
5세,470501,424358,5,1978
4세,454750,426537,4,1978
3세,431957,399792,3,1978
2세,407064,380178,2,1978
1세,403985,377973,1,1978
0세,425130,399744,0,1978
79세,10433,24954,79,1979
78세,13262,29089,78,1979
77세,15004,31181,77,1979
76세,15269,31479,76,1979
75세,17270,33872,75,1979
74세,22680,40414,74,1979
73세,27706,46468,73,1979
72세,30084,49296,72,1979
71세,34016,54280,71,1979
70세,39601,60836,70,1979
69세,44131,64573,69,1979
68세,48249,67354,68,1979
67세,51865,70883,67,1979
66세,54619,73340,66,1979
65세,58073,75324,65,1979
64세,64173,80682,64,1979
63세,71546,88280,63,1979
62세,75837,91894,62,1979
61세,77156,90331,61,1979
60세,81081,90786,60,1979
59세,89325,99471,59,1979
58세,97975,110967,58,1979
57세,105477,118508,57,1979
56세,111953,123783,56,1979
55세,113327,126583,55,1979
54세,111368,127520,54,1979
53세,112742,131398,53,1979
52세,116978,138070,52,1979
51세,123401,145476,51,1979
50세,130151,152187,50,1979
49세,133435,157254,49,1979
48세,142334,165679,48,1979
47세,159779,175066,47,1979
46세,174200,178736,46,1979
45세,187563,185829,45,1979
44세,202223,198599,44,1979
43세,210986,206401,43,1979
42세,216332,209482,42,1979
41세,224238,215142,41,1979
40세,229961,219404,40,1979
39세,232426,221134,39,1979
38세,241317,231422,38,1979
37세,245988,237014,37,1979
36세,234350,225196,36,1979
35세,220562,210716,35,1979
34세,220187,206077,34,1979
33세,240294,219556,33,1979
32세,264854,243122,32,1979
31세,272978,255093,31,1979
30세,272263,252076,30,1979
29세,263529,243173,29,1979
28세,265967,252703,28,1979
27세,297687,278984,27,1979
26세,320706,289247,26,1979
25세,337343,312902,25,1979
24세,359544,357681,24,1979
23세,371805,375384,23,1979
22세,388535,381826,22,1979
21세,419622,402370,21,1979
20세,453095,426657,20,1979
19세,476395,444613,19,1979
18세,481613,448137,18,1979
17세,479924,445357,17,1979
16세,476758,441848,16,1979
15세,463323,429557,15,1979
14세,450407,417753,14,1979
13세,447010,414794,13,1979
12세,446161,416316,12,1979
11세,455627,428428,11,1979
10세,474447,444505,10,1979
9세,485184,449930,9,1979
8세,490096,453081,8,1979
7세,487249,453280,7,1979
6세,470138,420675,6,1979
5세,451140,423913,5,1979
4세,427478,397561,4,1979
3세,406257,378845,3,1979
2세,402773,375765,2,1979
1세,406284,380112,1,1979
0세,438566,411540,0,1979
79세,11398,26486,79,1980
78세,13049,28428,78,1980
77세,13447,28991,77,1980
76세,15427,31715,76,1980
75세,20525,38393,75,1980
74세,25304,44036,74,1980
73세,27782,46633,73,1980
72세,31559,51847,72,1980
71세,36575,58542,71,1980
70세,41180,62537,70,1980
69세,45748,65789,69,1980
68세,49221,69605,68,1980
67세,51721,72201,67,1980
66세,55325,74118,66,1980
65세,61439,78790,65,1980
64세,68473,86033,64,1980
63세,73052,90244,63,1980
62세,75084,89491,62,1980
61세,78932,89923,61,1980
60세,86667,97977,60,1980
59세,95201,109604,59,1980
58세,102714,117289,58,1980
57세,109291,122696,57,1980
56세,111295,126164,56,1980
55세,109704,126877,55,1980
54세,110766,129843,54,1980
53세,114780,136309,53,1980
52세,121300,144278,52,1980
51세,128422,151377,51,1980
50세,131872,155979,50,1980
49세,140767,163881,49,1980
48세,158427,173434,48,1980
47세,172683,177098,47,1980
46세,186255,184371,46,1980
45세,201535,197637,45,1980
44세,210384,205119,44,1980
43세,214388,207721,43,1980
42세,222105,214079,42,1980
41세,230111,219646,41,1980
40세,233903,221114,40,1980
39세,243034,230562,39,1980
38세,248306,237179,38,1980
37세,235722,226224,37,1980
36세,220441,210836,36,1980
35세,221343,205918,35,1980
34세,242663,219172,34,1980
33세,265375,240658,33,1980
32세,272313,252281,32,1980
31세,272965,250720,31,1980
30세,266800,242267,30,1980
29세,269773,252065,29,1980
28세,299922,278826,28,1980
27세,323203,288979,27,1980
26세,337214,311891,26,1980
25세,354265,356659,25,1980
24세,364897,374215,24,1980
23세,380866,378636,23,1980
22세,413175,398968,22,1980
21세,447978,423298,21,1980
20세,471174,440200,20,1980
19세,479460,446061,19,1980
18세,479049,444414,18,1980
17세,473856,439482,17,1980
16세,461856,428725,16,1980
15세,449756,417030,15,1980
14세,444602,412296,14,1980
13세,444313,414801,13,1980
12세,455360,428014,12,1980
11세,475643,445441,11,1980
10세,485887,452265,10,1980
9세,488323,454891,9,1980
8세,485740,455407,8,1980
7세,469773,417030,7,1980
6세,447550,421315,6,1980
5세,423049,395348,5,1980
4세,405632,377769,4,1980
3세,401960,374433,3,1980
2세,405049,377879,2,1980
1세,424596,396440,1,1980
0세,450174,419795,0,1980
79세,10991,26078,79,1981
78세,11511,26763,78,1981
77세,13413,29445,77,1981
76세,18099,35838,76,1981
75세,22407,41094,75,1981
74세,25160,44148,74,1981
73세,28978,49426,73,1981
72세,33708,55777,72,1981
71세,38190,60023,71,1981
70세,42524,63460,70,1981
69세,46084,67183,69,1981
68세,48816,69864,68,1981
67세,52604,72170,67,1981
66세,58497,76810,66,1981
65세,65106,83534,65,1981
64세,69531,87545,64,1981
63세,71715,87550,63,1981
62세,75697,88787,62,1981
61세,83263,96669,61,1981
60세,91747,107670,60,1981
59세,99219,115333,59,1981
58세,105522,120786,58,1981
57세,107896,124357,57,1981
56세,107452,125688,56,1981
55세,109017,128970,55,1981
54세,113186,135357,54,1981
53세,119453,143101,53,1981
52세,126445,150125,52,1981
51세,130843,155135,51,1981
50세,140133,162838,50,1981
49세,156841,172029,49,1981
48세,170941,176505,48,1981
47세,184344,183928,47,1981
46세,198901,196057,46,1981
45세,208150,203575,45,1981
44세,213404,207025,44,1981
43세,221146,213113,43,1981
42세,228798,218450,42,1981
41세,232918,220640,41,1981
40세,241670,229298,40,1981
39세,246456,234740,39,1981
38세,235736,224901,38,1981
37세,222173,211179,37,1981
36세,223237,207342,36,1981
35세,243351,220149,35,1981
34세,264778,240507,34,1981
33세,272556,251922,33,1981
32세,273420,251156,32,1981
31세,268894,244677,31,1981
30세,274271,253715,30,1981
29세,301716,277907,29,1981
28세,324189,289680,28,1981
27세,339579,312884,27,1981
26세,357379,354006,26,1981
25세,369782,372729,25,1981
24세,384913,380125,24,1981
23세,413886,399790,23,1981
22세,444112,422283,22,1981
21세,466339,439089,21,1981
20세,471367,442421,20,1981
19세,471674,441266,19,1981
18세,468045,435609,18,1981
17세,456978,424153,17,1981
16세,446902,414203,16,1981
15세,442599,410505,15,1981
14세,443620,413975,14,1981
13세,454926,427113,13,1981
12세,473233,443927,12,1981
11세,483684,450848,11,1981
10세,487054,454126,10,1981
9세,484261,453710,9,1981
8세,463616,435344,8,1981
7세,448866,421459,7,1981
6세,425204,396996,6,1981
5세,407609,379573,5,1981
4세,402372,375007,4,1981
3세,404572,377489,3,1981
2세,421810,393801,2,1981
1세,443127,412851,1,1981
0세,438085,406778,0,1981
79세,10983,26422,79,1982
78세,13285,29428,78,1982
77세,16979,34254,77,1982
76세,19826,38370,76,1982
75세,22767,41820,75,1982
74세,26588,47144,74,1982
73세,31041,53172,73,1982
72세,35389,57642,72,1982
71세,39498,61246,71,1982
70세,43113,64880,70,1982
69세,46039,67639,69,1982
68세,49980,70311,68,1982
67세,55653,74921,67,1982
66세,61857,81151,66,1982
65세,66128,84973,65,1982
64세,68444,85698,64,1982
63세,72538,87714,63,1982
62세,79931,95431,62,1982
61세,88351,105828,61,1982
60세,95769,113472,60,1982
59세,101805,118970,59,1982
58세,104519,122644,58,1982
57세,105164,124578,57,1982
56세,107215,128172,56,1982
55세,111528,134485,55,1982
54세,117543,142011,54,1982
53세,124404,148964,53,1982
52세,129723,154378,52,1982
51세,139394,161891,51,1982
50세,155151,170728,50,1982
49세,169087,176009,49,1982
48세,182313,183585,48,1982
47세,196150,194596,47,1982
46세,205781,202153,46,1982
45세,212262,206443,45,1982
44세,220021,212268,44,1982
43세,227317,217379,43,1982
42세,231759,220287,42,1982
41세,240128,228165,41,1982
40세,244431,232452,40,1982
39세,235567,223709,39,1982
38세,223748,211637,38,1982
37세,224974,208890,37,1982
36세,243853,221251,36,1982
35세,263979,240487,35,1982
34세,272588,251700,34,1982
33세,273665,251729,33,1982
32세,270794,247245,32,1982
31세,278629,255515,31,1982
30세,303287,277141,30,1982
29세,324928,290541,29,1982
28세,341696,314051,28,1982
27세,360243,351564,27,1982
26세,374444,371452,26,1982
25세,388703,381827,25,1982
24세,414279,400831,24,1982
23세,439939,421500,23,1982
22세,457412,436238,22,1982
21세,461610,439049,21,1982
20세,462607,436904,20,1982
19세,460976,431025,19,1982
18세,452785,420839,18,1982
17세,444713,412608,17,1982
16세,441258,409938,16,1982
15세,443085,413875,15,1982
14세,454143,426445,14,1982
13세,471464,442660,13,1982
12세,482611,450876,12,1982
11세,486410,454609,11,1982
10세,483409,453262,10,1982
9세,465108,436530,9,1982
8세,449839,421833,8,1982
7세,427041,398867,7,1982
6세,409280,381594,6,1982
5세,402474,375786,5,1982
4세,403784,377305,4,1982
3세,418718,391392,3,1982
2세,437800,408187,2,1982
1세,434807,402302,1,1982
0세,434440,403624,0,1982
79세,11965,28159,79,1983
78세,15087,32223,78,1983
77세,17542,35834,77,1983
76세,20601,39622,76,1983
75세,24393,44977,75,1983
74세,28584,50700,74,1983
73세,32792,55368,73,1983
72세,36683,59124,72,1983
71세,40332,62670,71,1983
70세,43416,65500,70,1983
69세,47483,68516,69,1983
68세,52943,73095,68,1983
67세,58766,78855,67,1983
66세,62887,82496,66,1983
65세,65317,83905,65,1983
64세,69506,86673,64,1983
63세,76728,94230,63,1983
62세,85074,104042,62,1983
61세,92433,111667,61,1983
60세,98211,117210,60,1983
59세,101241,120982,59,1983
58세,102919,123506,58,1983
57세,105434,127409,57,1983
56세,109887,133650,56,1983
55세,115657,140962,55,1983
54세,122386,147847,54,1983
53세,128602,153662,53,1983
52세,138649,160987,52,1983
51세,153468,169477,51,1983
50세,167240,175556,50,1983
49세,180291,183287,49,1983
48세,193423,193191,48,1983
47세,203424,200788,47,1983
46세,211110,205911,46,1983
45세,218886,211475,45,1983
44세,225830,216363,44,1983
43세,230590,219985,43,1983
42세,238579,227090,42,1983
41세,242406,230240,41,1983
40세,235383,222574,40,1983
39세,225317,212145,39,1983
38세,226708,210499,38,1983
37세,244338,222410,37,1983
36세,263163,240523,36,1983
35세,272602,251537,35,1983
34세,273890,252363,34,1983
33세,272690,249898,33,1983
32세,283036,257387,32,1983
31세,304845,276442,31,1983
30세,325645,291472,30,1983
29세,343803,315295,29,1983
28세,363104,349220,28,1983
27세,379137,370265,27,1983
26세,392503,383626,26,1983
25세,414642,401970,25,1983
24세,435775,420816,24,1983
23세,448624,433505,23,1983
22세,452023,435804,22,1983
21세,453682,432686,21,1983
20세,453982,426588,20,1983
19세,448597,417649,19,1983
18세,442503,411116,18,1983
17세,439891,409467,17,1983
16세,442518,413872,16,1983
15세,453329,425878,15,1983
14세,469668,441498,14,1983
13세,481506,451010,13,1983
12세,485733,455197,12,1983
11세,482525,452919,11,1983
10세,466571,437821,10,1983
9세,450781,422306,9,1983
8세,428854,400841,8,1983
7세,410929,383714,7,1983
6세,402547,376654,6,1983
5세,402969,377210,5,1983
4세,415621,389088,4,1983
3세,432506,403671,3,1983
2세,434728,400061,2,1983
1세,432247,399522,1,1983
0세,421101,391170,0,1983
79세,13194,29973,79,1984
78세,15519,33468,78,1984
77세,18639,37542,77,1984
76세,22376,42912,76,1984
75세,26318,48344,75,1984
74세,30381,53186,74,1984
73세,34066,57077,73,1984
72세,37725,60539,72,1984
71세,40939,63431,71,1984
70세,45105,66769,70,1984
69세,50360,71316,69,1984
68세,55823,76626,68,1984
67세,59799,80094,67,1984
66세,62327,82152,66,1984
65세,66594,85648,65,1984
64세,73644,93048,64,1984
63세,81909,102289,63,1984
62세,89203,109894,62,1984
61세,94733,115479,61,1984
60세,98055,119347,60,1984
59세,100710,122449,59,1984
58세,103671,126655,58,1984
57세,108258,132825,57,1984
56세,113787,139925,56,1984
55세,120388,146743,55,1984
54세,127478,152954,54,1984
53세,137893,160093,53,1984
52세,151787,168240,52,1984
51세,165396,175110,51,1984
50세,178271,182995,50,1984
49세,190713,191803,49,1984
48세,201072,199439,48,1984
47세,209942,205388,47,1984
46세,217734,210692,46,1984
45세,224328,215360,45,1984
44세,229401,219691,44,1984
43세,237014,226029,43,1984
42세,240371,228058,42,1984
41세,235172,221453,41,1984
40세,226872,212663,40,1984
39세,228430,212127,39,1984
38세,244798,223583,38,1984
37세,262322,240568,37,1984
36세,272585,251382,36,1984
35세,274086,253007,35,1984
34세,274568,252589,34,1984
33세,287482,259282,33,1984
32세,306376,275755,32,1984
31세,326328,292416,31,1984
30세,345884,316556,30,1984
29세,365947,346904,29,1984
28세,383847,369095,28,1984
27세,396296,385447,27,1984
26세,414960,403125,26,1984
25세,431603,420149,25,1984
24세,439957,430806,24,1984
23세,442586,432599,23,1984
22세,444880,428524,22,1984
21세,447045,422212,21,1984
20세,444400,414497,20,1984
19세,440256,409643,19,1984
18세,438479,409012,18,1984
17세,441905,413883,17,1984
16세,452467,425326,16,1984
15세,467828,440355,15,1984
14세,480350,451159,14,1984
13세,485003,455803,13,1984
12세,481590,452592,12,1984
11세,467988,439131,11,1984
10세,451676,422794,10,1984
9세,430629,402837,9,1984
8세,412538,385860,8,1984
7세,402577,377537,7,1984
6세,402112,377127,6,1984
5세,412501,386812,5,1984
4세,422499,395421,4,1984
3세,433914,398612,3,1984
2세,430885,396917,2,1984
